15,4341.089887640449
11,3180.8988764044943
10,4735.932584269663
9,4544.494382022472
14,4455.370786516854
9,4076.0561797752807
13,4500.370786516854
16,4988.52808988764
11,3217.61797752809
16,4760.247191011236
10,3611.3370786516853
12,3764.213483146067
10,4799.651685393258
10,3164.179775280899
10,3350.9775280898884
13,3673.134831460674
13,3923.9325842696626
14,4286.370786516854
9,4675.213483146067
9,3681.61797752809
13,4164.573033707865
16,4397.52808988764
16,4089.651685393258
9,4224.775280898876
13,5301.606741573034
11,3793.775280898876
13,3972.573033707865
12,3956.8539325842703
15,4596.168539325843
14,4100.011235955056
14,4078.651685393258
14,3468.134831460674
16,3763.292134831461
13,2432.5393258426966
14,4073.011235955056
14,4301.730337078652
14,5146.52808988764
15,3515.8539325842703
9,4250.775280898876
9,2817.4606741573034
11,4520.292134831461
15,4489.168539325843
12,5110.52808988764
14,4704.808988764045
10,4936.292134831461
15,3791.292134831461
12,3151.61797752809
10,3592.3370786516853
15,4894.247191011236
13,3796.4943820224717
12,4697.730337078652
9,2789.1011235955057
16,4652.887640449438
11,4560.932584269663
16,4406.089887640449
16,4630.887640449438
13,3475.775280898876
10,4914.651685393258
13,4211.651685393258
13,5696.966292134832
15,4729.52808988764
13,3616.775280898876
15,4896.52808988764
14,4593.370786516854
15,5001.966292134832
11,3458.3370786516853
12,3639.775280898876
12,2687.8988764044943
9,4204.775280898876
11,4611.292134831461
10,4206.134831460674
10,4534.573033707865
14,3606.213483146067
10,2961.179775280899
10,4259.134831460674
11,4545.573033707865
12,4454.292134831461
15,5184.685393258427
14,5016.887640449438
16,4236.808988764045
13,3946.573033707865
13,3744.573033707865
12,3347.696629213483
10,4340.85393258427
10,3788.696629213483
16,2633.134831460674
10,4497.573033707865
9,3190.179775280899
13,5098.247191011236
14,3758.573033707865
14,4148.011235955056
14,3815.573033707865
15,4199.730337078652
10,3827.696629213483
14,3943.292134831461
14,4709.089887640449
11,3034.8988764044943
16,4218.168539325843
10,3888.0561797752807
14,4504.449438202247
9,5025.292134831461
16,4430.52808988764
11,3234.61797752809
10,3566.3370786516853
13,4577.370786516854
15,4928.606741573034
11,4374.85393258427
12,4119.213483146067
12,4351.292134831461
12,4419.932584269663
9,4148.775280898876
9,3613.9775280898884
10,4113.494382022472
16,3748.651685393258
14,3346.134831460674
16,5593.123595505618
16,4277.449438202247
11,4279.213483146067
12,4378.011235955056
16,4176.089887640449
14,3510.8539325842703
9,4619.213483146067
14,2045.1797752808989
12,2841.61797752809
9,3281.5393258426966
11,2601.4606741573034
11,4413.213483146067
14,4666.449438202247
16,4247.808988764045
11,4429.573033707865
10,5024.370786516854
10,4021.775280898876
10,4733.932584269663
12,4063.4943820224717
14,4279.730337078652
13,4751.089887640449
11,4778.651685393258
14,3858.011235955056
9,2570.6629213483147
16,3016.4943820224717
15,4799.887640449438
14,4418.089887640449
10,3699.696629213483
10,3588.3370786516853
10,3652.696629213483
10,3188.8988764044943
14,4444.730337078652
14,4714.808988764045
10,3511.3370786516853
16,4610.52808988764
9,4845.573033707865
10,5120.370786516854
15,3695.651685393258
11,4408.573033707865
12,5015.089887640449
9,2531.0224719101125
13,4934.808988764045
9,3292.5393258426966
14,4631.449438202247
14,4711.449438202247
12,3950.213483146067
9,3442.258426966292
11,4711.651685393258
12,4162.85393258427
9,3696.696629213483
14,4648.089887640449
16,4429.887640449438
15,4715.168539325843
11,4227.213483146067
13,3237.696629213483
14,4864.52808988764
10,3239.8988764044943
12,4010.213483146067
13,4687.089887640449
16,5136.3258426966295
10,3252.8988764044943
9,4053.4157303370794
16,5109.685393258427
16,3656.011235955056
9,4106.056179775281
10,4525.573033707865
13,2982.3370786516853
11,5265.449438202247
9,3781.9775280898884
9,3816.9775280898884
10,3963.4157303370794
9,2621.741573033708
13,4712.730337078652
13,4038.573033707865
16,4168.808988764045
16,4146.730337078652
12,4059.9325842696626
15,3285.213483146067
16,4037.089887640449
14,5189.247191011236
13,4950.808988764045
13,4977.808988764045
13,3643.8539325842703
13,4611.730337078652
14,5308.247191011236
11,4050.8539325842703
11,3865.134831460674
12,3793.134831460674
14,4690.089887640449
15,5223.966292134832
16,3009.134831460674
14,5229.966292134832
13,4442.651685393258
9,2546.0224719101125
9,4366.134831460674
11,3760.775280898876
15,5076.887640449438
9,3248.179775280899
12,5067.089887640449
16,4336.168539325843
16,4969.966292134832
15,3850.9325842696626
9,4860.651685393258
9,3816.3370786516853
10,3956.0561797752807
10,4295.134831460674
12,3135.9775280898884
13,4979.52808988764
10,4657.573033707865
16,3937.3707865168544
9,3294.179775280899
11,4645.651685393258
16,4632.52808988764
10,4229.213483146067
10,4304.213483146067
13,5022.449438202247
13,3352.134831460674
10,4208.134831460674
9,3071.820224719101
14,4947.887640449438
11,4078.134831460674
11,4480.292134831461
14,3994.292134831461
13,3246.0561797752807
9,5132.011235955056
15,3919.3707865168544
11,4482.932584269663
15,4586.168539325843
10,3086.179775280899
11,3914.775280898876
16,4785.52808988764
16,3144.8539325842703
9,3343.8988764044943
12,3517.4157303370794
10,3453.9775280898884
10,3332.8988764044943
13,3800.213483146067
11,4750.011235955056
11,3988.134831460674
13,2933.3370786516853
9,4652.573033707865
16,4982.3258426966295
16,4247.808988764045
10,3968.4157303370794
13,4146.292134831461
14,3816.213483146067
11,3120.8988764044943
12,5204.808988764045
14,4583.730337078652
15,3998.011235955056
12,4473.292134831461
13,3248.696629213483
16,5286.685393258427
15,3625.573033707865
9,3747.3370786516853
15,4230.730337078652
9,4472.494382022472
14,3970.573033707865
16,3677.651685393258
13,3204.775280898876
13,4307.651685393258
14,4814.168539325843
11,5501.52808988764
14,4917.168539325843
15,5308.3258426966295
10,3032.5393258426966
11,4214.85393258427
15,3571.573033707865
14,4164.011235955056
15,3767.292134831461
15,3104.4943820224717
12,5445.247191011236
14,3326.134831460674
16,3471.292134831461
14,4090.651685393258
15,3633.573033707865
11,2434.741573033708
11,4515.573033707865
11,3104.8988764044943
9,3446.8988764044943
